Gene stable ID	Transcript stable ID	Protein stable ID	Gene description	Gene name	NCBI gene (formerly Entrezgene) ID	Gene type
FBgn0032087	FBtr0079765	FBpp0079366	-	CG9568	34227	protein_coding
FBgn0030660	FBtr0074047	FBpp0073863	-	CG8097	32495	protein_coding
FBgn0030660	FBtr0340344	FBpp0309303	-	CG8097	32495	protein_coding
FBgn0036745	FBtr0075184	FBpp0074949	-	CG7484	39969	protein_coding
FBgn0001149	FBtr0100410	FBpp0099824	-	GstD1	41503	protein_coding
FBgn0001149	FBtr0082607	FBpp0082077	-	GstD1	41503	protein_coding
FBgn0032615	FBtr0080923	FBpp0080477	-	CG6012	35022	protein_coding
FBgn0052423	FBtr0308859	FBpp0301014	-	shep	38605	protein_coding
FBgn0052423	FBtr0077174	FBpp0076877	-	shep	38605	protein_coding
FBgn0052423	FBtr0333287	FBpp0305482	-	shep	38605	protein_coding
FBgn0052423	FBtr0333288	FBpp0305483	-	shep	38605	protein_coding
FBgn0052423	FBtr0333289	FBpp0305484	-	shep	38605	protein_coding
FBgn0052423	FBtr0077173	FBpp0076876	-	shep	38605	protein_coding
FBgn0052423	FBtr0301599	FBpp0290814	-	shep	38605	protein_coding
FBgn0052423	FBtr0077172	FBpp0076875	-	shep	38605	protein_coding
FBgn0034527	FBtr0086226	FBpp0085540	-	CG9945	37329	protein_coding
FBgn0034527	FBtr0086225	FBpp0085539	-	CG9945	37329	protein_coding
FBgn0266990	FBtr0345907	-	-	lncRNA:CR45441	-	ncRNA
FBgn0023522	FBtr0332587	FBpp0304838	-	CG11596	31158	protein_coding
FBgn0023522	FBtr0070318	FBpp0070305	-	CG11596	31158	protein_coding
FBgn0023522	FBtr0070319	FBpp0070306	-	CG11596	31158	protein_coding
FBgn0023522	FBtr0332588	FBpp0304839	-	CG11596	31158	protein_coding
FBgn0023522	FBtr0070320	FBpp0070307	-	CG11596	31158	protein_coding
FBgn0038626	FBtr0083631	FBpp0083051	-	CG7691	42228	protein_coding
FBgn0034389	FBtr0330005	FBpp0303040	-	Mctp	37165	protein_coding
FBgn0034389	FBtr0330004	FBpp0303039	-	Mctp	37165	protein_coding
FBgn0034389	FBtr0346955	FBpp0312419	-	Mctp	37165	protein_coding
FBgn0034389	FBtr0110970	FBpp0110270	-	Mctp	37165	protein_coding
FBgn0034389	FBtr0345950	FBpp0311864	-	Mctp	37165	protein_coding
FBgn0034389	FBtr0110971	FBpp0110271	-	Mctp	37165	protein_coding
FBgn0086359	FBtr0082181	FBpp0081659	-	Invadolysin	49580	protein_coding
FBgn0040338	FBtr0070184	FBpp0070177	-	TfIIA-S-2	31048	protein_coding
FBgn0267181	FBtr0346311	-	-	asRNA:CR45621	-	ncRNA
FBgn0267181	FBtr0346309	-	-	asRNA:CR45621	-	ncRNA
FBgn0267181	FBtr0346310	-	-	asRNA:CR45621	-	ncRNA
FBgn0003118	FBtr0334554	FBpp0306621	-	pnt	42757	protein_coding
FBgn0003118	FBtr0089715	FBpp0088656	-	pnt	42757	protein_coding
FBgn0003118	FBtr0089717	FBpp0088658	-	pnt	42757	protein_coding
FBgn0003118	FBtr0089716	FBpp0088657	-	pnt	42757	protein_coding
FBgn0267426	FBtr0346754	-	-	CR45779	-	pseudogene
FBgn0035422	FBtr0302301	FBpp0291507	-	RpL28	38397	protein_coding
FBgn0035422	FBtr0306567	FBpp0297522	-	RpL28	38397	protein_coding
FBgn0035422	FBtr0073098	FBpp0072960	-	RpL28	38397	protein_coding
FBgn0035422	FBtr0073095	FBpp0072957	-	RpL28	38397	protein_coding
FBgn0035422	FBtr0073097	FBpp0072959	-	RpL28	38397	protein_coding
FBgn0035422	FBtr0302300	FBpp0291506	-	RpL28	38397	protein_coding
FBgn0262849	FBtr0306147	-	-	CR43213	-	pseudogene
FBgn0267301	FBtr0346556	-	-	lncRNA:CR45737	-	ncRNA
FBgn0038647	FBtr0083673	FBpp0083088	-	CG14302	42252	protein_coding
FBgn0042710	FBtr0085011	FBpp0084383	-	Hex-t2	43191	protein_coding
FBgn0082980	FBtr0309749	-	-	snoRNA:Psi28S-2996	-	snoRNA
FBgn0024196	FBtr0086920	FBpp0086076	-	robl	36963	protein_coding
FBgn0266573	FBtr0344696	-	-	tRNA:Thr-TGT-2-3	-	tRNA
FBgn0034293	FBtr0473585	FBpp0423048	-	CG14495	37056	protein_coding
FBgn0034293	FBtr0473584	FBpp0423047	-	CG14495	37056	protein_coding
FBgn0250822	FBtr0112415	FBpp0111330	-	CG34222	5740154	protein_coding
FBgn0053710	FBtr0091698	FBpp0091016	-	CG33710	3772611	protein_coding
FBgn0283531	FBtr0300382	FBpp0289611	-	Duox	33477	protein_coding
FBgn0283531	FBtr0335133	FBpp0307132	-	Duox	33477	protein_coding
FBgn0263624	FBtr0309988	-	-	lncRNA:CR43633	-	ncRNA
FBgn0042118	FBtr0333582	FBpp0305759	-	Cpr65Ax2	59157	protein_coding
FBgn0042118	FBtr0333582	FBpp0305759	-	Cpr65Ax2	5740751	protein_coding
FBgn0042118	FBtr0077022	FBpp0076730	-	Cpr65Ax2	59157	protein_coding
FBgn0042118	FBtr0077022	FBpp0076730	-	Cpr65Ax2	5740751	protein_coding
FBgn0038768	FBtr0083831	FBpp0083240	-	CG4936	42393	protein_coding
FBgn0024555	FBtr0082817	FBpp0082285	-	flfl	41675	protein_coding
FBgn0024555	FBtr0114604	FBpp0113096	-	flfl	41675	protein_coding
FBgn0024555	FBtr0344783	FBpp0311112	-	flfl	41675	protein_coding
FBgn0038993	FBtr0084269	FBpp0083662	-	CG13843	42668	protein_coding
FBgn0053322	FBtr0081455	FBpp0080984	-	CG33322	2768932	protein_coding
FBgn0083006	FBtr0113500	-	-	snoRNA:Psi28S-1153	-	snoRNA
FBgn0263665	FBtr0310113	-	-	lncRNA:CR43656	-	ncRNA
FBgn0263665	FBtr0310112	-	-	lncRNA:CR43656	-	ncRNA
FBgn0262356	FBtr0304636	FBpp0293178	-	CG43054	12797997	protein_coding
FBgn0029997	FBtr0071109	FBpp0071064	-	CG2258	31729	protein_coding
FBgn0029997	FBtr0071111	FBpp0071066	-	CG2258	31729	protein_coding
FBgn0029997	FBtr0071110	FBpp0071065	-	CG2258	31729	protein_coding
FBgn0029997	FBtr0340140	FBpp0309126	-	CG2258	31729	protein_coding
FBgn0262007	FBtr0303833	FBpp0292840	-	CG42825	39179	protein_coding
FBgn0262877	FBtr0306284	FBpp0297394	-	CG43232	12798583	protein_coding
FBgn0262877	FBtr0347283	FBpp0312527	-	CG43232	12798583	protein_coding
FBgn0262017	FBtr0303837	FBpp0292844	-	CG42830	10178909	protein_coding
FBgn0003430	FBtr0077499	FBpp0077188	-	slp1	33607	protein_coding
FBgn0030753	FBtr0074278	FBpp0074054	-	rngo	32616	protein_coding
FBgn0030753	FBtr0343349	FBpp0310006	-	rngo	32616	protein_coding
FBgn0000137	FBtr0070075	FBpp0070074	-	ase	30985	protein_coding
FBgn0033309	FBtr0088730	FBpp0087809	-	Lnpk	35842	protein_coding
FBgn0033309	FBtr0339357	FBpp0308451	-	Lnpk	35842	protein_coding
FBgn0265819	FBtr0342651	-	-	lncRNA:CR44608	-	ncRNA
FBgn0037721	FBtr0082104	FBpp0081582	-	CG9427	41164	protein_coding
FBgn0037721	FBtr0334619	FBpp0306686	-	CG9427	41164	protein_coding
FBgn0267790	FBtr0304684	FBpp0293226	-	rump	41138	protein_coding
FBgn0267790	FBtr0082123	FBpp0081601	-	rump	41138	protein_coding
FBgn0265314	FBtr0339323	-	-	asRNA:CR44287	-	ncRNA
FBgn0032287	FBtr0080108	FBpp0079697	-	CG6415	34474	protein_coding
FBgn0265365	FBtr0339556	-	-	lncRNA:CR44306	-	ncRNA
FBgn0085237	FBtr0112401	FBpp0111316	-	CG34208	5740805	protein_coding
FBgn0265979	FBtr0342996	-	-	lncRNA:CR44758	-	ncRNA
FBgn0263970	FBtr0345479	-	-	lncRNA:CR43724	-	ncRNA
FBgn0263970	FBtr0329886	-	-	lncRNA:CR43724	-	ncRNA
FBgn0086054	FBtr0114330	-	-	snoRNA:Me18S-G1358b	-	snoRNA
FBgn0001092	FBtr0332618	FBpp0304864	-	Gapdh2	32545	protein_coding
FBgn0001092	FBtr0074112	FBpp0073922	-	Gapdh2	32545	protein_coding
FBgn0267577	FBtr0346991	-	-	lncRNA:CR45917	-	ncRNA
FBgn0003015	FBtr0081954	FBpp0081435	-	osk	41066	protein_coding
FBgn0003015	FBtr0081956	FBpp0089372	-	osk	41066	protein_coding
FBgn0053483	FBtr0089295	FBpp0088349	-	CG33483	2768693	protein_coding
FBgn0053483	FBtr0303425	FBpp0292484	-	CG33483	2768693	protein_coding
FBgn0060296	FBtr0072417	FBpp0072323	-	pain	37985	protein_coding
FBgn0060296	FBtr0333813	FBpp0305947	-	pain	37985	protein_coding
FBgn0060296	FBtr0333814	FBpp0305948	-	pain	37985	protein_coding
FBgn0262003	FBtr0303828	FBpp0292835	-	CG42821	3885579	protein_coding
FBgn0033366	FBtr0339288	FBpp0308397	-	Ance-4	35909	protein_coding
FBgn0033366	FBtr0088664	FBpp0087745	-	Ance-4	35909	protein_coding
FBgn0053703	FBtr0091691	FBpp0091014	-	CG33703	3771760	protein_coding
FBgn0085357	FBtr0112530	FBpp0111442	-	CG34328	5740378	protein_coding
FBgn0035656	FBtr0077070	FBpp0076778	-	CG10479	38674	protein_coding
FBgn0035656	FBtr0332041	FBpp0304351	-	CG10479	38674	protein_coding
FBgn0034530	FBtr0086253	FBpp0085565	-	Rcd6	37332	protein_coding
FBgn0034530	FBtr0300698	FBpp0289922	-	Rcd6	37332	protein_coding
FBgn0034985	FBtr0343435	FBpp0310079	-	CG3328	37871	protein_coding
FBgn0034985	FBtr0343434	FBpp0310078	-	CG3328	37871	protein_coding
FBgn0034985	FBtr0072257	FBpp0072165	-	CG3328	37871	protein_coding
FBgn0010382	FBtr0080773	FBpp0080331	-	CycE	34924	protein_coding
FBgn0010382	FBtr0080777	FBpp0080335	-	CycE	34924	protein_coding
FBgn0010382	FBtr0080776	FBpp0080334	-	CycE	34924	protein_coding
FBgn0010382	FBtr0080774	FBpp0080332	-	CycE	34924	protein_coding
FBgn0010382	FBtr0080775	FBpp0080333	-	CycE	34924	protein_coding
FBgn0010382	FBtr0305561	FBpp0294012	-	CycE	34924	protein_coding
FBgn0010240	FBtr0074129	FBpp0089263	-	Lcch3	32554	protein_coding
FBgn0262513	FBtr0087070	FBpp0086218	-	Vha16-4	36900	protein_coding
FBgn0037323	FBtr0344832	FBpp0311147	-	CG2663	40649	protein_coding
FBgn0037323	FBtr0078795	FBpp0078439	-	CG2663	40649	protein_coding
FBgn0040797	FBtr0302928	FBpp0292054	-	CG13066	50270	protein_coding
FBgn0267509	FBtr0346869	-	-	5.8SrRNA-Psi:CR45849	-	pseudogene
FBgn0030301	FBtr0073500	FBpp0073349	-	HP5	32090	protein_coding
FBgn0030301	FBtr0332619	FBpp0304865	-	HP5	32090	protein_coding
FBgn0030301	FBtr0073499	FBpp0073348	-	HP5	32090	protein_coding
FBgn0262786	FBtr0305896	FBpp0297064	-	CG43167	12798159	protein_coding
FBgn0283547	FBtr0445447	-	-	mir-9376	-	pre_miRNA
FBgn0264517	FBtr0333133	-	-	asRNA:CR43916	-	ncRNA
FBgn0010421	FBtr0082310	FBpp0081786	-	TfIIFbeta	41290	protein_coding
FBgn0037862	FBtr0082336	FBpp0081812	-	mAcon2	41326	protein_coding
FBgn0051852	FBtr0080466	FBpp0080045	-	Tap42	326166	protein_coding
FBgn0266821	FBtr0345547	-	-	lncRNA:CR45283	-	ncRNA
FBgn0266821	FBtr0345548	-	-	lncRNA:CR45283	-	ncRNA
FBgn0030777	FBtr0074361	FBpp0074135	-	CG9672	32651	protein_coding
FBgn0053272	FBtr0076159	FBpp0075890	-	CG33272	2768958	protein_coding
FBgn0050154	FBtr0086215	FBpp0085533	-	CG30154	246487	protein_coding
FBgn0038818	FBtr0083937	FBpp0083345	-	Nep4	42449	protein_coding
FBgn0038818	FBtr0334642	FBpp0306704	-	Nep4	42449	protein_coding
FBgn0038818	FBtr0083936	FBpp0083344	-	Nep4	42449	protein_coding
FBgn0035078	FBtr0304800	FBpp0293340	-	Tpc2	37983	protein_coding
FBgn0030492	FBtr0073782	FBpp0073613	-	CG15754	32307	protein_coding
FBgn0030658	FBtr0074046	FBpp0073862	-	CG7872	32493	protein_coding
FBgn0050452	FBtr0086449	-	-	tRNA:iMet-CAT-1-1	-	tRNA
FBgn0038706	FBtr0083770	FBpp0083184	-	CG3517	42324	protein_coding
FBgn0037482	FBtr0081605	FBpp0081123	-	CG10055	40862	protein_coding
FBgn0028342	FBtr0343981	FBpp0310433	-	ATPsyndelta	31950	protein_coding
FBgn0028342	FBtr0332896	FBpp0305117	-	ATPsyndelta	31950	protein_coding
FBgn0028342	FBtr0071438	FBpp0071373	-	ATPsyndelta	31950	protein_coding
FBgn0031144	FBtr0340440	FBpp0309382	-	CG1529	33077	protein_coding
FBgn0031144	FBtr0077267	FBpp0076959	-	CG1529	33077	protein_coding
FBgn0031144	FBtr0340441	FBpp0309383	-	CG1529	33077	protein_coding
FBgn0027291	FBtr0307904	FBpp0300338	-	Idh3a	32940	protein_coding
FBgn0027291	FBtr0336668	FBpp0307649	-	Idh3a	32940	protein_coding
FBgn0027291	FBtr0074780	FBpp0074549	-	Idh3a	32940	protein_coding
FBgn0263102	FBtr0330607	FBpp0303457	-	psq	36118	protein_coding
FBgn0263102	FBtr0088276	FBpp0087369	-	psq	36118	protein_coding
FBgn0263102	FBtr0088275	FBpp0087368	-	psq	36118	protein_coding
FBgn0263102	FBtr0088280	FBpp0087373	-	psq	36118	protein_coding
FBgn0263102	FBtr0088281	FBpp0087374	-	psq	36118	protein_coding
FBgn0263102	FBtr0346958	FBpp0312422	-	psq	36118	protein_coding
FBgn0263102	FBtr0088277	FBpp0087370	-	psq	36118	protein_coding
FBgn0263102	FBtr0088278	FBpp0087371	-	psq	36118	protein_coding
FBgn0263102	FBtr0088282	FBpp0089330	-	psq	36118	protein_coding
FBgn0263102	FBtr0100606	FBpp0100066	-	psq	36118	protein_coding
FBgn0263102	FBtr0088279	FBpp0087372	-	psq	36118	protein_coding
FBgn0263102	FBtr0100607	FBpp0100067	-	psq	36118	protein_coding
FBgn0052590	FBtr0073988	FBpp0073805	-	CG32590	318103	protein_coding
FBgn0038685	FBtr0083734	FBpp0083148	-	CG14282	42301	protein_coding
FBgn0039858	FBtr0085799	FBpp0085160	-	CycG	43724	protein_coding
FBgn0039858	FBtr0085802	FBpp0085163	-	CycG	43724	protein_coding
FBgn0039858	FBtr0085803	FBpp0085164	-	CycG	43724	protein_coding
FBgn0039858	FBtr0333328	FBpp0305520	-	CycG	43724	protein_coding
FBgn0039858	FBtr0085800	FBpp0085161	-	CycG	43724	protein_coding
FBgn0266951	FBtr0345842	-	-	lncRNA:CR45402	-	ncRNA
FBgn0038209	FBtr0082906	FBpp0082367	-	CG9722	41724	protein_coding
FBgn0053770	FBtr0290125	FBpp0288564	-	CG33770	3772256	protein_coding
FBgn0053243	FBtr0300092	FBpp0289369	-	Ste:CG33243	2768897	protein_coding
FBgn0040208	FBtr0334909	FBpp0306930	-	Kat60	53566	protein_coding
FBgn0040208	FBtr0078827	FBpp0078469	-	Kat60	53566	protein_coding
FBgn0264776	FBtr0334152	FBpp0306269	-	CG44014	41893	protein_coding
FBgn0034248	FBtr0329863	FBpp0302901	-	CG14483	36995	protein_coding
FBgn0034248	FBtr0086902	FBpp0086059	-	CG14483	36995	protein_coding
FBgn0034248	FBtr0345525	FBpp0311629	-	CG14483	36995	protein_coding
FBgn0052570	FBtr0074326	FBpp0074100	-	TwdlY	318093	protein_coding
FBgn0259721	FBtr0299976	FBpp0289253	-	CG42375	7354380	protein_coding
FBgn0015381	FBtr0079145	FBpp0078776	-	dsf	33823	protein_coding
FBgn0015381	FBtr0333245	FBpp0305445	-	dsf	33823	protein_coding
FBgn0028509	FBtr0080547	FBpp0080124	-	CenG1A	34803	protein_coding
FBgn0028509	FBtr0080548	FBpp0080125	-	CenG1A	34803	protein_coding
FBgn0028509	FBtr0080546	FBpp0080123	-	CenG1A	34803	protein_coding
FBgn0027549	FBtr0333949	FBpp0306074	-	Nulp1	38897	protein_coding
FBgn0027549	FBtr0334615	FBpp0306682	-	Nulp1	38897	protein_coding
FBgn0027549	FBtr0076684	FBpp0076407	-	Nulp1	38897	protein_coding
FBgn0262167	FBtr0084645	FBpp0084029	-	ana1	42927	protein_coding
FBgn0262167	FBtr0334335	FBpp0306443	-	ana1	42927	protein_coding
FBgn0086663	FBtr0091602	-	-	snoRNA:Psi18S-1275	-	snoRNA
FBgn0033069	FBtr0085990	FBpp0085334	-	eIF3f2	35547	protein_coding
FBgn0003448	FBtr0080739	FBpp0080298	-	sna	34908	protein_coding
FBgn0265105	FBtr0336931	-	-	asRNA:CR44207	-	ncRNA
FBgn0265105	FBtr0336932	-	-	asRNA:CR44207	-	ncRNA
FBgn0266632	FBtr0346680	-	-	asRNA:CR45139	-	ncRNA
FBgn0266632	FBtr0344921	-	-	asRNA:CR45139	-	ncRNA
FBgn0266632	FBtr0346679	-	-	asRNA:CR45139	-	ncRNA
FBgn0266632	FBtr0346682	-	-	asRNA:CR45139	-	ncRNA
FBgn0266632	FBtr0346681	-	-	asRNA:CR45139	-	ncRNA
FBgn0266632	FBtr0344922	-	-	asRNA:CR45139	-	ncRNA
FBgn0031606	FBtr0077455	FBpp0077145	-	CG15439	33651	protein_coding
FBgn0010803	FBtr0081981	FBpp0081461	-	TrpRS	45399	protein_coding
FBgn0001087	FBtr0331710	FBpp0304099	-	g	44819	protein_coding
FBgn0001087	FBtr0073842	FBpp0073673	-	g	44819	protein_coding
FBgn0001087	FBtr0331709	FBpp0304098	-	g	44819	protein_coding
FBgn0033248	FBtr0339283	FBpp0308392	-	Dic3	35763	protein_coding
FBgn0033248	FBtr0088870	FBpp0087946	-	Dic3	35763	protein_coding
FBgn0034742	FBtr0308603	FBpp0300827	-	CG4294	37579	protein_coding
FBgn0034742	FBtr0300409	FBpp0289638	-	CG4294	37579	protein_coding
FBgn0000108	FBtr0307294	FBpp0298295	-	Appl	31002	protein_coding
FBgn0000108	FBtr0307293	FBpp0298294	-	Appl	31002	protein_coding
FBgn0000108	FBtr0307295	FBpp0298296	-	Appl	31002	protein_coding
FBgn0000108	FBtr0307291	FBpp0298292	-	Appl	31002	protein_coding
FBgn0000108	FBtr0307292	FBpp0298293	-	Appl	31002	protein_coding
FBgn0000108	FBtr0070109	FBpp0070104	-	Appl	31002	protein_coding
FBgn0005779	FBtr0077660	FBpp0077344	-	PpD6	49780	protein_coding
FBgn0029568	FBtr0070203	FBpp0070196	-	CG11381	31067	protein_coding
FBgn0261612	FBtr0302925	FBpp0292051	-	CngA	36806	protein_coding
FBgn0261612	FBtr0302924	FBpp0292050	-	CngA	36806	protein_coding
FBgn0042693	FBtr0305034	FBpp0293571	-	wrd	42169	protein_coding
FBgn0042693	FBtr0305033	FBpp0293570	-	wrd	42169	protein_coding
FBgn0042693	FBtr0305032	FBpp0293569	-	wrd	42169	protein_coding
FBgn0042693	FBtr0083553	FBpp0082975	-	wrd	42169	protein_coding
FBgn0042693	FBtr0083554	FBpp0082976	-	wrd	42169	protein_coding
FBgn0042693	FBtr0290319	FBpp0288758	-	wrd	42169	protein_coding
FBgn0042693	FBtr0083552	FBpp0082974	-	wrd	42169	protein_coding
FBgn0042693	FBtr0290320	FBpp0288759	-	wrd	42169	protein_coding
FBgn0042693	FBtr0306646	FBpp0297601	-	wrd	42169	protein_coding
FBgn0042693	FBtr0290321	FBpp0288760	-	wrd	42169	protein_coding
FBgn0042693	FBtr0083556	FBpp0082978	-	wrd	42169	protein_coding
FBgn0042693	FBtr0083555	FBpp0082977	-	wrd	42169	protein_coding
FBgn0042693	FBtr0336466	FBpp0307569	-	wrd	42169	protein_coding
FBgn0042693	FBtr0336467	FBpp0307570	-	wrd	42169	protein_coding
FBgn0040257	FBtr0082337	FBpp0081813	-	Ugt302E1	53508	protein_coding
FBgn0040305	FBtr0113323	FBpp0112235	-	MTF-1	39089	protein_coding
FBgn0040305	FBtr0076459	FBpp0076187	-	MTF-1	39089	protein_coding
FBgn0040305	FBtr0076460	FBpp0076188	-	MTF-1	39089	protein_coding
FBgn0040305	FBtr0113324	FBpp0112236	-	MTF-1	39089	protein_coding
FBgn0040305	FBtr0113322	FBpp0112234	-	MTF-1	39089	protein_coding
FBgn0040305	FBtr0344236	FBpp0310640	-	MTF-1	39089	protein_coding
FBgn0040305	FBtr0344237	FBpp0310641	-	MTF-1	39089	protein_coding
FBgn0035239	FBtr0100191	FBpp0099552	-	CG18170	3772196	protein_coding
FBgn0035239	FBtr0100190	FBpp0099551	-	CG18170	3772196	protein_coding
FBgn0264815	FBtr0334135	FBpp0306252	-	Pde1c	34594	protein_coding
FBgn0264815	FBtr0334140	FBpp0306257	-	Pde1c	34594	protein_coding
FBgn0264815	FBtr0334141	FBpp0306258	-	Pde1c	34594	protein_coding
FBgn0264815	FBtr0334142	FBpp0306259	-	Pde1c	34594	protein_coding
FBgn0264815	FBtr0334139	FBpp0306256	-	Pde1c	34594	protein_coding
FBgn0264815	FBtr0334137	FBpp0306254	-	Pde1c	34594	protein_coding
FBgn0264815	FBtr0334136	FBpp0306253	-	Pde1c	34594	protein_coding
FBgn0264815	FBtr0334138	FBpp0306255	-	Pde1c	34594	protein_coding
FBgn0264815	FBtr0344148	FBpp0310561	-	Pde1c	34594	protein_coding
FBgn0038238	FBtr0113233	FBpp0112145	-	CG14854	41761	protein_coding
FBgn0265809	FBtr0342630	-	-	lncRNA:CR44598	-	ncRNA
FBgn0039538	FBtr0085216	FBpp0084586	-	CG12883	43326	protein_coding
FBgn0260986	FBtr0339588	FBpp0308660	-	mei-38	31104	protein_coding
FBgn0260986	FBtr0070258	FBpp0070248	-	mei-38	31104	protein_coding
FBgn0260986	FBtr0452078	FBpp0402838	-	mei-38	31104	protein_coding
FBgn0003292	FBtr0076146	FBpp0075877	-	rt	39297	protein_coding
FBgn0266967	FBtr0345865	-	-	lncRNA:CR45418	-	ncRNA
FBgn0033590	FBtr0088194	FBpp0087290	-	CG13217	36180	protein_coding
FBgn0037652	FBtr0081962	FBpp0081442	-	CG11980	41078	protein_coding
FBgn0037652	FBtr0081964	FBpp0081444	-	CG11980	41078	protein_coding
FBgn0037652	FBtr0081963	FBpp0081443	-	CG11980	41078	protein_coding
FBgn0003411	FBtr0073461	FBpp0073317	-	sisA	32068	protein_coding
FBgn0020508	FBtr0073938	FBpp0073755	-	Ag5r2	44079	protein_coding
FBgn0032549	FBtr0343710	FBpp0310289	-	CG4650	34859	protein_coding
FBgn0032549	FBtr0301695	FBpp0290909	-	CG4650	34859	protein_coding
FBgn0031419	FBtr0077764	FBpp0077444	-	CG15390	33422	protein_coding
FBgn0266200	FBtr0343797	-	-	lncRNA:CR44895	-	ncRNA
FBgn0265755	FBtr0340717	-	-	lncRNA:CR44562	-	ncRNA
FBgn0039310	FBtr0084821	FBpp0084196	-	CG11878	43050	protein_coding
FBgn0039663	FBtr0085436	FBpp0084802	-	CG2321	43471	protein_coding
FBgn0039663	FBtr0334339	FBpp0306446	-	CG2321	43471	protein_coding
FBgn0085308	FBtr0112474	FBpp0111388	-	CG34279	5740605	protein_coding
FBgn0085308	FBtr0333932	FBpp0306060	-	CG34279	5740605	protein_coding
FBgn0264792	FBtr0334340	-	-	lncRNA:CR44022	-	ncRNA
FBgn0030204	FBtr0071462	FBpp0071396	-	Or9a	31975	protein_coding
FBgn0040237	FBtr0305998	FBpp0297140	-	bor	53565	protein_coding
FBgn0040237	FBtr0083276	FBpp0082728	-	bor	53565	protein_coding
FBgn0036249	FBtr0075993	FBpp0075725	-	CG11560	39376	protein_coding
FBgn0036249	FBtr0347572	FBpp0312603	-	CG11560	39376	protein_coding
FBgn0033265	FBtr0100667	FBpp0100131	-	coil	35785	protein_coding
FBgn0033265	FBtr0100668	FBpp0100132	-	coil	35785	protein_coding
FBgn0033265	FBtr0344881	FBpp0311194	-	coil	35785	protein_coding
FBgn0263385	FBtr0309072	-	-	lncRNA:CR43437	-	ncRNA
FBgn0035954	FBtr0076521	FBpp0076248	-	Doc3	39036	protein_coding
FBgn0032945	FBtr0081517	FBpp0081045	-	CG8665	35407	protein_coding
FBgn0039002	FBtr0084301	FBpp0083694	-	CG17625	42678	protein_coding
FBgn0267229	FBtr0346412	-	-	lncRNA:CR45669	-	ncRNA
FBgn0037950	FBtr0082471	FBpp0089166	-	HisCl1	41426	protein_coding
FBgn0037950	FBtr0082470	FBpp0081946	-	HisCl1	41426	protein_coding
FBgn0037950	FBtr0301826	FBpp0291040	-	HisCl1	41426	protein_coding
FBgn0037950	FBtr0082472	FBpp0089167	-	HisCl1	41426	protein_coding
FBgn0264866	FBtr0334786	-	-	lncRNA:CR44057	-	ncRNA
FBgn0037623	FBtr0081945	FBpp0081427	-	CG9801	41044	protein_coding
FBgn0037623	FBtr0081946	FBpp0088976	-	CG9801	41044	protein_coding
FBgn0037623	FBtr0081944	FBpp0081426	-	CG9801	41044	protein_coding
FBgn0265256	FBtr0339236	FBpp0308343	-	CG44270	19835022	protein_coding
FBgn0267005	FBtr0345957	-	-	lncRNA:CR45449	-	ncRNA
FBgn0286029	FBtr0473380	-	-	lncRNA:CR46349	-	ncRNA
FBgn0011977	FBtr0073872	-	-	tRNA:Ser-CGA-1-3	-	tRNA
FBgn0033422	FBtr0088519	FBpp0087602	-	Or45b	35980	protein_coding
FBgn0035056	FBtr0072370	FBpp0072277	-	spz6	37956	protein_coding
FBgn0052651	FBtr0073672	FBpp0073505	-	CG32651	318140	protein_coding
FBgn0039407	FBtr0084969	FBpp0084342	-	CG14544	43170	protein_coding
FBgn0039407	FBtr0346731	FBpp0312340	-	CG14544	43170	protein_coding
FBgn0259785	FBtr0331793	FBpp0304178	-	pzg	40351	protein_coding
FBgn0259785	FBtr0078336	FBpp0077992	-	pzg	40351	protein_coding
FBgn0024956	FBtr0088255	FBpp0087350	-	Mat1	36130	protein_coding
FBgn0267802	FBtr0347371	-	-	lncRNA:CR46127	-	ncRNA
FBgn0051157	FBtr0334518	FBpp0306585	-	CG31157	318608	protein_coding
FBgn0051157	FBtr0334519	FBpp0306586	-	CG31157	318608	protein_coding
FBgn0041147	FBtr0073160	FBpp0073018	-	ida	45574	protein_coding
FBgn0259975	FBtr0300319	FBpp0289547	-	Sfp87B	8674076	protein_coding
FBgn0036778	FBtr0075135	FBpp0074901	-	Cyp312a1	40005	protein_coding
FBgn0036778	FBtr0332863	FBpp0305085	-	Cyp312a1	40005	protein_coding
FBgn0039765	FBtr0085625	FBpp0084989	-	mRpS18C	43609	protein_coding
FBgn0028893	FBtr0080821	FBpp0080379	-	CG31819	260658	protein_coding
FBgn0040989	FBtr0081026	FBpp0080579	-	CG5693	50463	protein_coding
FBgn0263046	FBtr0306944	FBpp0297797	-	CG43341	12798088	protein_coding
FBgn0050077	FBtr0301734	FBpp0290948	-	Blos1	246439	protein_coding
FBgn0250851	FBtr0100025	FBpp0099392	-	CG33981	3885654	protein_coding
FBgn0250851	FBtr0329953	FBpp0302985	-	CG33981	3885654	protein_coding
FBgn0250851	FBtr0100026	FBpp0099393	-	CG33981	3885654	protein_coding
FBgn0267569	FBtr0346980	-	-	asRNA:CR45909	-	ncRNA
FBgn0265548	FBtr0340185	-	-	lncRNA:CR44398	-	ncRNA
FBgn0086533	FBtr0309750	-	-	snoRNA:Me18S-C419	-	snoRNA
FBgn0033791	FBtr0339747	FBpp0308795	-	Drl-2	36436	protein_coding
FBgn0033791	FBtr0087794	FBpp0086907	-	Drl-2	36436	protein_coding
